name,link,category,reviews amount,total score
ЕГЭ по информатике. Решение с помощью Python.,https://stepik.org/course/136951,ЕГЭ по информатике,4,75.96638196519005
Мультфильм Тайна Коко. Учим английский (и немного испанский).,https://stepik.org/course/192635,Актуальные скидки,2,75.94301110533755
Грамматика английского языка. Тотальный курс и тренажёр.,https://stepik.org/course/119270,Повседневный английский,16,75.89061999533698
Язык программирования С# | Программирование для детей Unity,https://stepik.org/course/108573,C#,10,75.83628891076685
"Технологии компьютерного зрения: Python, Numpy, OpenCV",https://stepik.org/course/109816,NumPy,3,75.81073792863442
Многопроцессность в Python. Multiprocessing,https://stepik.org/course/188951,Победители Stepik Awards 2024,20,75.77811508241224
Дашборд в Excel ,https://stepik.org/course/124337,Excel,3,75.76385300743087
Microservices - паттерны и практика построения микросервисов,https://stepik.org/course/117212,Большая осенняя распродажа 2022,3,75.72285813097065
ЛЭТИ вычислительная математика,https://stepik.org/course/51513,Математика,2,75.69534105592028
Тестирование ПО: Нагрузочное тестирование с помощью Jmeter,https://stepik.org/course/122902,Тестирование ПО,151,75.63235605297902
Менталист: искусство убеждать и влиять,https://stepik.org/course/60100,Soft Skills,31,75.60967695059806
Принятие решений в условиях неопределенности социально-эконом...,https://stepik.org/course/82791,Управление проектами,28,75.60379707403244
SQL для всех: от начинающих до продвинутых,https://stepik.org/course/181875,SQL,19,75.57363356698797
Глазурный курс,https://stepik.org/course/56090,Рисование,3,75.5702390217082
Тестирование на практике - Командная строка Linux,https://stepik.org/course/198952,Операционные системы,4,75.5657775596979
Профессия UX/UI дизайнер.Пакет из 2-х курсов-веб дизайн в Figma,https://stepik.org/course/119402,Дизайн и графика,5,75.56267939526535
Тестирование ПО: Автоматизация и Программирование на Python. API,https://stepik.org/course/127716,Тестирование на Python,120,75.53307200127877
Искусственный интеллект и Машинное обучение + Основы Python,https://stepik.org/course/193737,"Нейросети, чат-боты и искусственный интеллект",3,75.52692108203259
Объектно-ориентированное программирование на C++,https://stepik.org/course/179304,Программирование,1,75.47262224444697
Управляй своей агрессией,https://stepik.org/course/121204,Психология,4,75.44093010978405
Дроби,https://stepik.org/course/211230,Саморазвитие и полезные навыки,10,75.41772764368308
Email-маркетинг: от почтового сервера до первой рассылки,https://stepik.org/course/127135,Маркетинг и продажи,2,75.39212644615468
